Unnamed: 0,message,author,time_text,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic
12000,Trump got that big dick energy.,username@.ATTTAFTA,1:03:36,,,,,,1
12001,🏟 Timothy Schar thank you patriot! ⭐,username@C P030C008,1:03:38,,,,,,
12002,Thank you Timothy Scharfor your KIND DONATION!!!!,username@r.aet.esae,1:03:38,,,,,,
12003,That's NOT true... Biden said he thinks the police should be MORE FUNDED for proper training in his 60 Minutes interview,username@N AAshshAs,1:03:38,,,,,,
12004,GA GA 🤢🤮🤢,username@unoluTo ou,1:03:38,,,,,,
12005,Election Weeek or Election Moonth Not Election DAY!,username@nnJSn  ann,1:03:38,,,,,,
12006,Back the BLUE...VOTE RED!!,username@cLaeuiNceM,1:03:38,,,,,,
12007,winning winning winning,username@ihoonhna a,1:03:38,,,,,,
12008,Trump trump trump trump,username@lA xee lAp,1:03:38,,,,,,
12009,We LOVE Trump!!!,username@aEesvneseE,1:03:39,,,,,,
12010,B.....n....,username@iKlKwlKwwa,1:03:39,,,,,,
12011,LAW AND ORDER ❤💙❤,username@ Mee trzrE,1:03:39,,,,,,
12012,oh m,username@nfanoon mo,1:03:39,,,,,,
12013,Best VP ever! God bless and protect Mike Pence!,username@iSinngrarr,1:03:39,,,,,,
12014,TRUMP BEST PRESIDENT EVER,username@trrTr  rre,1:03:39,,,,,,
12015,Joe biden is not one of us. Never has been never will be!👎👎👎👎👎👎👎,username@vr1rrr7rrv,1:03:39,,,,,,1
12016,WAGIES FOR TRUMP MAGA,username@trtr4eigte,1:03:40,,,,,,
12017,California for Trump2020,username@ ppp ppeen,1:03:40,,,,,,
12018,❤💙BACK THE BLUE💙❤,username@eXXccePItt,1:03:40,,,,,,
12019,4 MO!!!!!!!!!!!!!!!!!!,username@rllaoddaes,1:03:40,,,,,,
12020,Guns will save us,username@ygzi Luygz,1:03:41,,,,1,,
12021,❤❤❤❤❤❤❤❤❤❤THE GREAT RED TSUNAMI ~ TRUMP2020!!!❤❤❤❤❤❤❤❤❤,username@mohmStSoJt,1:03:41,,,,,,
12022,Back the Blue,username@Daoyo hooo,1:03:41,,,,,,
12023,ELECTRIC PENCE,username@hMhlheneoJ,1:03:41,,,,,,
12024,4️⃣ more,username@goDI odDee,1:03:42,,,,,,
12025,CANADA FOR TRUMP,username@nnrlnrrerr,1:03:43,,,,,,
12026,❁ VOTE FOR TRUMP ❁,username@miommrmmrE,1:03:43,,,,,,
12027,Filipino Americans For Trump,username@ddnedn ohW,1:03:43,,,,,,
12028,🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵BACK THE BLUE,username@ParPcPiPri,1:03:43,,,,,,
12029,THANK YOU..PROTECT US!!!,username@tttVJsiccV,1:03:44,,,,,,
12030,ROCKET LAUNCH!,username@kdneZkeZZd,1:03:44,,,,,,
12031,TRUMPATHON!,username@ ta Vatnon,1:03:44,,,,,,
12032,Trump 2020,username@eaeyrmlrya,1:03:44,,,,,,
12033,We will not defund the police we will defund DEMS!!!!,username@hMaMhiniAa,1:03:44,,1,,,,
12034,"Timothy Schar, thank you for your donation!",username@R RkN S Ru,1:03:44,,,,,,
12035,NEVER DEFUND,username@evrrivrass,1:03:44,,,,,,
12036,BACK THE POLICE 💙💙💙💙,username@eep e3pehp,1:03:45,,,,,,
12037,BACK THE BLUE! SUPPORT THE POLICE DEPARTMENTS! 4 MORE YEARS.,username@gSeSemgkee,1:03:46,,,,,,
12038,💙💙💙💙💙💙💙💙💙💙,username@rQrQi Qirr,1:03:46,,,,,,
12039,JOHNNY QUEST steve bannon LOL,username@sl777s73r3,1:03:46,,,,,,
12040,"AMEN, @Mother Nature!!🙇‍♀️🙇‍♀️🙇‍♀️",username@ D   nknnn,1:03:47,,,,,,
12041,Back the Blue !,username@exxeralarl,1:03:47,,,,,,
12042,4 more years!!!,username@qasq VzulM,1:03:48,,,,,,
12043,"you can never get ""rich"" working for someone else. Biden did it??? lock him up!!",username@snDn DlddD,1:03:48,,,,,,1
12044,BACK THE BLUE FOR 100 YEARS,username@0guZyyng0g,1:03:48,,,,,,
12045,TRUMP LANDSLIDE,username@et MMM ess,1:03:48,,,,1,,
12046,CIVIL WAR WITH BIDEN!!,username@Rhtcehychn,1:03:49,,1,,,,
12047,"Residents of Arkansas, Connecticut, Delaware, New Hampshire, New York, Michigan, Minnesota and Wisconsin can change their vote.",username@BnuBnrruid,1:03:49,,,,,,
12048,VOTE LAW AND ORDER,username@atkloDBoaB,1:03:49,,,,,,
12049,4 more years!!!!!,username@aaeeieaeai,1:03:49,,,,,,
12050,Thank you V.P. Pence GOD IS GREAT :_RSBNRedCalif::_RSBNRedCalif::_RSBNRedCalif::_RSBNUSA2::_RSBNUSA2::_RSBNUSA2::_RSBNKAG::_RSBNKAG::_RSBNDJT::_RSBNDJTMAGA::_RSBNHugFlag:,username@ naranr Rh,1:03:51,,,,,,
12051,"it's not too late to change your mind, even if you already mailed your ballot, VOTE IN PERSON AT THE POLLS",username@aeeai rpei,1:03:51,,,,,,
12052,GREEN NEW BOONDOGGLE,username@ooaRzFFaik,1:03:51,,,,,,
12053,kamala equals socialism!!!!,username@JFoJJFJFFJ,1:03:51,,1,,,,1
12054,♥️JOHN JAMES♥️,username@liipiOel l,1:03:51,,,,,,
12055,BIDEN & DEMS DEFUND POLICE & PUT US & OUR KIDS AT GREAT RISK!,username@  ka  aa k,1:03:51,,,,,,
12056,JUMP ON THE TRAIN EVERYONE!! TOOT!!! TOOT!!!!,username@ AAAemAlel,1:03:52,,,,,,
12057,HELL NO ❤️MY POLICE,username@aaramaeara,1:03:52,,,,,,
12058,BACK THE BLUE !! !!,username@aaeaTarTo,1:03:52,,,,,,
12059,I back the Blue!!! Trump 2020!!!,username@yrarawmyrw,1:03:53,,,,,,
12060,Pence2024,username@r osHrnra,1:03:53,,,,,,
12061,ANY ONE WHO VOTES FOR COMMUNIST/BIDEN IS BY DEFAULT NOT AMERICAN,username@tddeMwa et,1:03:53,,1,,,,
12062,If you think there is a police problem the answer is MORE funding,username@Smc emeoo,1:03:53,,,,,,
12063,4 more years,username@ehChaeCCwa,1:03:53,,,,,,
12064,A VOTE FOR TRUMP/PENCE IS A VOTE FOR FREEDOM,username@nnnLyynnnL,1:03:53,,,,,,
12065,blue lives matter,username@peoqnsneru,1:03:53,,,,,,
12066,Kacklema,username@L  .L.J .,1:03:53,,,,,,1
12067,💙💙💙💙💙💙💙💙💙💙💙💙💙,username@rQrQi Qirr,1:03:53,,,,,,
12068,Donald J Trump is the James Bond of our time fighting doctor no Joe,username@eleHllil l,1:03:53,,,,,,1
12069,Shoutout to Baron for kicking Covid butt,username@nnS innlei,1:03:53,,,,,,
12070,PROMISES MADE PROMISES KEPT 4 MORE YEARS ❤❤❤❤❤❤❤❤❤❤❤❤❤TRUMP 2020❤❤❤❤❤❤❤❤❤TRUMP 2020❤❤❤❤❤❤ SHOW THE TAPE.........................BACK THE BLUE..............THIN BLUE LINE.........BLUE LIVES MATTER,username@NEMANIEAEN,1:03:54,,,,,,
12071,HUGE TRUMP RALLY IN BEVERLY HILLS,username@GCCoCCoGfC,1:03:54,,,,,,
12072,wattle and daubers for trump,username@hnoeknokah,1:03:54,,,,,,
12073,8 MORE YEARS!!!!!!!,username@deuatikEuk,1:03:56,,,,1,,
12074,defund the Dems,username@ nonnnnJ J,1:03:57,,,,,,
12075,nope,username@ajaDjejeae,1:03:57,,,,,,
12076,DEMOCRATS IN TX ARE CHEATING,username@esn ieaDee,1:03:57,,,,1,,
12077,:_RSBNQAnon:🏥🗺🤑🧱🏦🏛🛌,username@иСимо ис,1:03:58,,,,,,
12078,Vote James in !!! Back the Blue !!!,username@okklenoooo,1:03:58,,,,,,
12079,TRUMP/PENCE 2020 !!!,username@toorronneP,1:03:58,,,,,,
12080,"Looters, flag burners, anarchists, and statute removers for Biden and Kamala!",username@lcM s elsl,1:03:58,,1,,,,
12081,BACK THE BLUE,username@DdeaddWded,1:03:59,,,,,,
12082,SCHOOL CHOICE,username@  aed fhcf,1:03:59,,,,,,
12083,send money here 17HyJdWvjmJjS9DXD4,username@kikkniiiii,1:04:00,,,,1,,
12084,@steven steve But... NSA knows it all.,username@tgaBDti o,1:04:00,,,,1,,
12085,TRUMP TRUMP TRUMP TRUMP,username@er2eiee22f,1:04:00,,,,,,
12086,TRUMP 2020. GOD IS WITH US,username@dlmeaoooao,1:04:00,,,,,,
12087,Back the Blue! Love our law enforcement!,username@hSu bbSTbT,1:04:00,,,,,,
12088,4 MORE YEARS!!! MAGA 2020!!! TRUMP 2020!!!,username@23ww2web3D,1:04:01,,,,,,
12089,💙THANKS COPS!!!💙💙💙💙🏁🏁,username@gDaFFeFMcF,1:04:01,,,,,,
12090,"Biden Harris is the team of the FAR LEFT that we must vote to leave behind, far behind, out of our sight.",username@mmmsomamms,1:04:01,,,,1,,
12091,cop lives matter,username@lmyH Elell,1:04:01,,1,,,,
12092,F SLEEPY CREEPY JOE,username@elessleeii,1:04:01,,,,,,1
12093,"Vice President Pence. What a Great Great Man. Great speaker. Pro Life Good CHRISTIAN MAN . 500,00 MANUFACTURING JOBS. UNDER PRESIDENT TRUMP. WOW. I HAVE SO MUCH HOPE FOR OUR COUNTRY WITH TRUMP.",username@mmamaBakPP,1:04:01,,,,,,
12094,Support our Law Enforcement officers!,username@oSheoahnSa,1:04:01,,,,,,
12095,DEFUND BIDEN,username@sl777s73r3,1:04:01,,,,,,1
12096,king trump forever 🗽🗽🗽🗽❤❤❤❤❤❤❤❤,username@oasnusossC,1:04:02,,,,,,
12097,BLUE LIVES MATTER!,username@ieoB8jeeie,1:04:02,,,,,,
12098,❤🙏👮👮👮👮❤🙏,username@ ehcnvndnS,1:04:02,,,,,,
12099,💙 BACK THE BLUE 💙 GOD BLESS LAW ENFORCEMENT 💙,username@ led roi r,1:04:02,,,,,,
12100,California's 55 electoral votes will go to Trump on November 3rd. Hispanics for Trump!,username@ eeBrac cg,1:04:02,,,,,,
12101,VOTE TRUMP,username@34LA 6J38,1:04:03,,,,,,
12102,Florida landslide for Trump,username@xanaaaBxxa,1:04:03,,,,,,
12103,👮‍♀️👈🏼 Back em!,username@eeZ-lemeeZ,1:04:03,,,,,,
12104,Donald John Trump❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,username@raiil ylae,1:04:03,,,,,,
12105,Pence is the mold from which all future V.P.s will be judged..,username@aaDn. .HH,1:04:03,,,,,,
12106,:_RSBNRedCalif::_RSBNRedCalif::_RSBNRedCalif::_RSBNRedCalif::_RSBNRedCalif:,username@rQrQi Qirr,1:04:03,,,,,,
12107,💙💙💙BACK THE BLUE💙💙💙,username@oohandsoRi,1:04:04,,,,,,
12108,THERED WAVE IS UNSTOPPABLE ♥️♥️♥️♥️♥️♥️♥️♥️♥️,username@M  M MM MM,1:04:04,,,,,,
12109,FLINT FOR TRUMP,username@oee enrton,1:04:04,,,,,,
12110,Support the police! Without them it is anarchy,username@iic os e K,1:04:05,,,,,,
12111,Back The Blue🗽TRUMP 2020,username@keborkbaeo,1:04:05,,,,,,
12112,👏👍🏻🚔🚔👮👮🏾💪ICE & BLUE LIVES MATTER💪👮🏼👮🚔🚔🏻👏👍,username@r.aet.esae,1:04:05,,1,,,,
12113,TRUMP DEFENDS OUR CONSTITUTION,username@tnntenene,1:04:05,,,,,,
12114,MI🤜🤛TRUMP,username@ohJisLts L,1:04:05,,,,,,
12115,DEFEND THE POLICE!!!,username@ ydBczByed,1:04:06,,,,,,
12116,👮‍♂👮‍♂👮‍♂👮‍♂,username@orr BTooTw,1:04:06,,,,,,
12117,God bless America:_RSBNUSA2:,username@eSetodhtdd,1:04:06,,,,,,
12118,back the blue! support law and order!:_RSBNDJT::_RSBNKAG::_RSBN2ndA::_RSBNBlueLine::_RSBNBlueLine::_RSBNBlueLine::_RSBNBlueLine:,username@ulliCudlal,1:04:06,,,,,,
12119,POLICE ARE AWESOME,username@KTIIRTRPE,1:04:06,,,,,,
12120,The only racists are Democrats.....the KKK were Dixie-Democrats....... wake up America,username@n113 mn1 n,1:04:06,,,,1,,
12121,Brazilians for Trump,username@   NB  NNN,1:04:06,,,,,,
12122,We Love You Trump 2020,username@daodenajio,1:04:07,,,,,,
12123,CANADA FOR TRUMP 😀,username@mooso oomh,1:04:07,,,,,,
12124,We Love Trump and Pence!!!,username@aiA7Sai7ah,1:04:07,,,,,,
12125,VOTE RED PEOPLE OR WE WILL NOT EVEN BE ABLE TO RECOGNIZE AMERICA WITHIN A YEAR!!!!!,username@aenrniTrrr,1:04:07,,,,,,
12126,"Trump/Pence 2020 Support the Blue & our U.S Military ""Si vis pacem, para bellum""!!!",username@or onohFar,1:04:07,,,,,,
12127,💖💗❤️💖💗❤️💖💗❤️,username@ kai akaaa,1:04:07,,,,,,
12128,WINNERS for TRUMP/PENCE!,username@R RyyVaVt,1:04:07,,,,,,
12129,Trump in pence 2020,username@EEENNENLDD,1:04:11,,,,,,
12130,🤚🏽🤚🏽🤚🏽🤚🏽🤚🏽🤚🏽🤚🏽,username@CP  PCCCP,1:04:11,,,,,,
12131,Yessss sirrrrr,username@lA xee lAp,1:04:11,,,,,,
12132,Pennsylvania for Trump 2020 ❤🤍💙❤🤍💙❤🤍💙,username@Sn eb Srhn,1:04:12,,,,,,
12133,All ethnics for Trump and Pence!,username@icaitcH cn,1:04:12,,,,,,
12134,watched for 10 seconds and already counted 3 lies.,username@la  rdHPed,1:04:12,,,,,,
12135,Rudy G for attorney general,username@d aaaoRR,1:04:12,,,,,,
12136,TRUMP 2020,username@mhoSmyStaT,1:04:12,,,,,,
12137,Trump 2020,username@ear eoriir,1:04:13,,,,,,
12138,all people that arr praying people praying for America there been a moral decline,username@eenyney y,1:04:13,,,,,,
12139,"True Christians for Trump, I am Lebanese Christian and Trump is bringing down the Triad of Evil Communist-MB-KM down (MB:Muslim Brotherhood, KM: Khomeini Mullahs)✝❤",username@nnyuGuSSG,1:04:13,,,,,,
12140,FIRE WHITMER 🔥🔥🔥,username@ L  LLLLPP,1:04:13,,,,,,
12141,John James!!!! Let's help him to the finish line. It's not just a Trump vote it is senate votes too!!!,username@ilrezilzel,1:04:13,,,,,,
12142,❤️FOUR MORE YEARS ! ❤️,username@o2oeFdF2o2,1:04:14,,,,,,
12143,🗽LAW AND ORDER👮,username@miPm ttM t,1:04:14,,,,,,
12144,❤❤❤❤❤❤❤❤❤❤THE BEST IS YET TO COME!!!❤❤❤❤❤❤❤❤❤,username@mohmStSoJt,1:04:14,,,,,,
12145,LOVE OUR POLICE,username@et MMM ess,1:04:14,,,,,,
12146,YESSSS!!!!,username@vv r ah er,1:04:14,,,,,,
12147,RED TSUNAMI NOV 3,username@igMgDcahDc,1:04:14,,,,,,
12148,👏👏👏👏,username@enDeialena,1:04:15,,,,,,
12149,four more years,username@eSetodhtdd,1:04:15,,,,,,
