Unnamed: 0,message,author,time_text,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic
6000,❤Let's Turn ILLINOIS Red!!!!,username@eamKaeolll,37:27:00,,1,,,,1
6001,Just got some emergency food from the sponsor.,username@onnnnnnone,37:27:00,,,,,,
6002,STAR TREK BACKS UP TRUMP AND SPACE FORCE!✈✈✈✈✈✈✈✈✈✈✈✈✈,username@HBHBBHBBHB,37:27:00,,,,1,,
6003,"Promises made, promises kept. Big Daddy Trump!",username@OkigigBeie,37:27:00,,,,1,,
6004,Tromp on the establishment - vote Trump,username@oEo EEoCyC,37:27:00,,,,,,
6005,Michigan for TRUMP!!,username@oR ss oBBs,37:28:00,,,,,,
6006,Ivanka 2024,username@WaustkuW2s,37:28:00,,,,,,
6007,cuz trolls be thirsty,username@PyoPaoyJya,37:28:00,,,,1,,
6008,CNN going Broke!,username@ulkmnelMkn,37:28:00,,1,,1,,
6009,folks we're kinda weak on hitting the like button atm...show some love...let's be supportive....Trump 2020!,username@aaDn. .HH,37:28:00,,,,,,
6010,CORONAVIRUS !,username@N AEnLLE O,37:28:00,,,,,,
6011,TERRORIST ATTACK 🤬🤬🤬🤬🤬 AUSTRIA VIENNA GUNMEN SHOOTING IN STREETS SEVERAL PEOPLE SHOT 1 POLICE OFFICER ! The CULT OF PIECES ??? 🐷🥓 1 POS DEAD ! Hostages TAKEN,username@.DDGshhssG,37:28:00,,1,,1,,
6012,four more years,username@oBMoBaeuuu,37:28:00,,,,,,
6013,"Under one condition, no fighting",username@:::/::////,37:29:00,,,,,,
6014,BIDEEEEEEN 2020 MFERS AHAHAHAHAHA SIT DOWN REPUBTARDS LMFAOOO,username@hCCuCulCph,37:29:00,1,1,,,,1
6015,FROM THE WORLD TRUMP 2020,username@aa ehsEtan,37:29:00,,,,,,
6016,Jésus only lord,username@o-teiao j,37:29:00,,,,,,
6017,ty R.P.Supreme yeeah,username@R laaReae,37:29:00,,,,,,
6018,... I fee like its unfair to say Biden and the progressives hate America. I feel like I hate America more than them... I mean... for them... but still though,username@ T  TonaTT,37:29:00,,,,,,
6019,❤❤❤❤❤❤❤❤❤❤WE LOVE TRUMP!!!!❤❤❤❤❤❤❤❤❤SHOW YOUR LOVE AND LIKE/SHARE THIS STREAM! GO USA!!!!!,username@nngeAgnDsr,37:29:00,,,,,,
6020,BIDEN 2020 👑👑👑👑👑👑😨,username@zltaadtzea,37:30:00,,,,,,
6021,UNEQUIVICABLY,username@nVeMXVeeeV,37:31:00,,,,,,
6022,"ALL YOU BIDEN TROLLS, GO BACK UNDER YOUR BRIDGE YOU HAVE NO POWER HERE",username@ SNNE NBR,37:31:00,1,1,,1,,1
6023,Absolutely,username@BtsrtdtetT,37:31:00,,,,,,
6024,Avoid Biden. Vote Trump.,username@dtadtfoaCo,37:31:00,1,1,,1,,
6025,Best president ever!!,username@HrHHHHröjö,37:31:00,,,,,,
6026,Vote Red 🔴 Vote RED 🔴 Vote RED 🔴 Vote RED 🔴 Vote RED 🔴 Vote RED 🔴 Vote RED 🔴 Vote RED 🔴,username@mnremrvrtC,37:31:00,,,,,,
6027,SOCIALISTS FOR BIDEN,username@Rhtcehychn,37:31:00,,,,,,
6028,CAN WE FOCUS ON THE PRESIDENT ARRIVING NOW???,username@rbJWenWeee,37:31:00,,,,,,
6029,MSM and BIG TECH are TRAITORS to WE THE PEOPLE and WE WILL NEVER FORGET! YOU’RE ALL GOING DOWN.,username@CCBBBBCBCB,37:32:00,,,,,1,
6030,"Biden cannot speak for himself. How then, will he be able to speak for the American people?",username@CCCyCCy  n,37:32:00,,,,,,
6031,Bye Bye Globalists 🙋‍♀️🙋‍♀️🙋‍♀️🙋‍♀️,username@oddeSaaaea,37:32:00,,,,1,,
6032,💜💜💜 TRUMP❤❤❤TRUMP💙💙💙,username@vrJe meLmJ,37:32:00,,,,,,
6033,"PLEASE PRAY F MY FRIEND SUE, IN HOSPITAL",username@sinangipti,37:32:00,,,,,,
6034,Cleveland here for TRUMP,username@oRaHaH rnH,37:32:00,,,,,,
6035,BIDEN IS CORRUPTED ENTERPRISE!!!:elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:,username@tprpteivep,37:33:00,,,,1,,
6036,Democrat who is voting red for orange 🍊,username@Smc emeoo,37:33:00,,,,,,
6037,Praying for a Trump victory. Please please go vote!,username@hHeettthte,37:33:00,,,,,,
6038,Golden showers for Trump,username@hBB Jnln u,37:33:00,,,,,,
6039,hi,username@aijaias ii,37:33:00,,,,,,
6040,HUNGARY FOR TRUMP,username@.A....C...,37:34:00,,,,,,
6041,party party hard,username@aho nokrrk,37:34:00,,,,,,
6042,TIBETANS 4 TRUMP !,username@nnnsnanEEn,37:34:00,,,,,,
6043,New Jersey for Trump,username@Jn Dehoo o,37:34:00,,,,,,
6044,IVANKA 2024!!!,username@eonGahhGlG,37:34:00,,,,,,
6045,𝗧𝗥𝗨𝗠𝗣 𝗢𝗡 𝗖𝗛𝗥𝗜𝗦𝗧𝗜𝗔𝗡 𝗦𝗢𝗟𝗗𝗜𝗘𝗥𝗦,username@ly lly  lb,37:35:00,,,,,,
6046,❤️👏🏽👏🏽👏🏽👏🏽👍🏽❤️,username@epvHHuuvup,37:35:00,,,,,,
6047,CALIFORNIA 🥰🥰🥰. TRUMP,username@bzArLAliLz,37:35:00,,,,,,
6048,CALIFORNIA LOVES 30 ROUND MAGS,username@S RSS SRSS,37:36:00,,,,1,1,
6049,Hunter is n a ditch somewhere with a crack pipe hanging out of his mouth,username@cep0mh0uu2,37:36:00,,1,,1,1,
6050,I WANT TO KEEP MY FREEDOM LAW AND ORDER AND MY RETIREMENT SAFE! TRUMP2020!,username@ilrezilzel,37:36:00,,,,,,
6051,MEDIA SUCKS! CNN COMMUNIST NEWS NETWORK BOOOOOO TELEINMUNDO BOOOOO,username@LLAALEEEAL,37:36:00,,,,1,,
6052,CALIFORNIA FOR TRUMP,username@evfeye4yye,37:37:00,,,,,,
6053,VENEZUELANS WITH TRUMP!!!!!,username@Vs rAAoVoc,37:37:00,,,,,,
6054,@david swade is a ❄ piece of 💩 BIDEN IS TRASH,username@UmmZJSZ SJ,37:37:00,1,1,,1,,1
6055,Just finished catching up on the streams.,username@zzzz z zzz,37:37:00,,,,,,
6056,Trump,username@cDiDlnaatl,37:37:00,,,,,,
6057,DRAIN THE SWAMP AND LOCK THEM UP! LOCK UP BIDEN! LOCK UP HILLARY! LOCK UP OBAMA! ❤TRUMP🤍2020💙 DRAIN THE SWAMP AND LOCK THEM UP! LOCK UP BIDEN! LOCK UP HILLARY! LOCK UP OBAMA! ❤TRUMP🤍2020💙,username@B nLLnaGB,37:37:00,,,,,,1
6058,Sweden For Trump 2020,username@Pads  asas,37:38:00,,1,,1,,
6059,Hello Patriots reeeeeeeee,username@ensCsrsnno,37:38:00,,,,,,
6060,✔▬▬▬▬▬▬▬▬▬ஜ۩☆۩ஜ▬▬▬▬▬▬▬▬▬ TRUMP FOR PRESIDENT 2020 ▬▬▬▬▬▬▬▬▬ஜ۩☆۩ஜ▬▬▬▬▬▬▬▬▬✔▬▬▬▬▬▬▬▬▬ஜ۩☆۩ஜ▬▬▬▬▬▬▬▬▬ᅟᅟᅟTHE PROBLEM IS THE MAINSTREAM MEDIA--MEDIA--MEDIA▬▬▬▬▬▬▬▬▬ஜ۩☆۩ஜ▬▬▬▬▬▬▬▬▬,username@rx7xryrxx7,37:38:00,,,,,,
6061,LORD Holy One your WORD is 4ever settled it goes forth accomplishing your good send blessing wisdom guide protect POTUS Trump to glorify magnify excellent goodness on earth Amen,username@olacgglorc,37:38:00,,,,,,
6062,Yay MELANIA!!!,username@rh cerThau,37:38:00,,,,,,
6063,Biden For Prison 2020!! #VoteRED,username@ntttRyoTny,37:39:00,,,,,,1
6064,JOE BYE DEN,username@mebiTCTrmr,37:39:00,,,,,,
6065,"the Dems have a lot of ballots to ""find""",username@miaialilcW,37:39:00,,,,1,,
6066,TRUMP 2020! ❤,username@sKimiiinnk,37:39:00,,,,,,
6067,CAN TRUMP STILL WIN WITHOUT PENNSYLVANIA?,username@ omno noBt,37:39:00,,,,,,
6068,"Stand up for your Freedom, We are the USA 🕺💃🕺💃",username@tnnanoo nc,37:41:00,,,,,,
6069,DON JR.!!!,username@l.. .hrlSC,37:42:00,,,,,,
6070,AIRFORCE 7 IS THERE TOO,username@onnaRFRyaR,37:42:00,,,,,,
6071,WWG1WGA,username@iPirPDltiP,37:42:00,,,,,,
6072,FLORIDA IN THE HOUSE,username@sslsRRsesl,37:42:00,,,,,,
6073,CALIFORNIAN VOTED TRUMP TODAY,username@oee enrton,37:42:00,,,,,,
6074,POTUS really does care for all of us,username@eepiscssis,37:43:00,,,,,,
6075,TRUMP IS BOSS,username@bpblluebpr,37:43:00,,,,,,
6076,MAGA RED!!❤❤❤,username@cLaeuiNceM,37:43:00,,,,,,
6077,FRENCH PATRIOTS FOR TRUMP,username@rilOvOvO l,37:43:00,,,,,,
6078,BIDEN SHIT SHOW,username@ereu eprBu,37:43:00,,,,1,,1
6079,PROUD DEPLORABLE CHUMP for TRUMP!!!!,username@ne maPDomm,37:43:00,,,,,,
6080,"70,442 watching. When Trump comes out, it'll be 130,000+ - all voters itching to make a difference",username@BiByiaBiBl,37:43:00,,,,,,
6081,❤🤍💙 💯 % ❤🤍💙,username@wnzrreanrw,37:43:00,,,,,,
6082,Kammy has fake accent these days much like obama’s,username@BJLLJ BLLB,37:43:00,,1,1,,,1
6083,BIDEN SUCKS,username@34LA 6J38,37:43:00,,1,,1,,1
6084,RSBN Will you be covering the Election results? 💗💗💗💗:_RSBNLOGO::_RSBNLOGO::_RSBNLOGO::_RSBNLOGO::_RSBNLOGO:,username@ieTTlnTeio,37:44:00,,,,,,
6085,TRUMP LANDSLIDE,username@ Wtam Mfeo,37:44:00,,,,,,
6086,pence yeck,username@nn oBYronn,37:44:00,,,,,,
6087,Mike Pence 2024,username@dwpiydidpy,37:44:00,,,,,,
6088,❤ TRUMP 2020 💖 VOTE RED✌,username@ tea ooleo,37:45:00,,,,,,
6089,trump2020:elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::thanksdoc::thanksdoc::thanksdoc::thanksdoc::thanksdoc::chillwcat::chillwcat::videocall::chillwcat:,username@ddRdioniRi,37:45:00,,,,,,
