Unnamed: 0,message,author,time_text,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic
15000,TAKE THE RED ROAD,username@csueLaytia,01:18:16,,,,,,
15001,TRUMP TRUMP,username@SmSeaJnzSe,01:18:17,,,,,,
15002,FRIENDS DOMT HAVE FRIENDS WHO VOTE DEMOCRAT,username@soRdRD  cD,01:18:17,,1.0,,,,
15003,Biden=High Unemployment,username@lcM s elsl,01:18:17,,,,1.0,,
15004,12 MORE YEARS 12 MORE YEARS....,username@d919nn9 15,01:18:17,,,,,,
15005,🏴‍☠SCREW COMMIES🏴‍☠,username@gDaFFeFMcF,01:18:18,,1.0,,,,1.0
15006,biden the 47 year failure,username@Ae e AnAab,01:18:18,,1.0,,,,
15007,Get out and vote for trump people because the only way trump is going to lose is if we have very low tern out and republicans stay home and not vote or if they cheat enough to steal the election,username@hkNk hihE,01:18:18,,,,1.0,,
15008,BULLET FOR BIDEN 2020,username@eeFWudWihm,01:18:18,,1.0,,,,
15009,We are depending on you to vote for freedom,username@aoBeoekaok,01:18:18,,,,,,
15010,BLACK COMMUNITY FOR TRUMP,username@LLuss  L L,01:18:18,,,,,,
15011,Xi Jinping 2020,username@tritB  i B,01:18:18,,,,,,
15012,CNNSUCKS,username@rdwisouEru,01:18:19,,1.0,,,,
15013,GOD BLESS TOMORROW WHEN VOTERS DESTROY COMMUNISTS !,username@nnnsnanEEn,01:18:19,,,,,,
15014,👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾❤️❤️❤️❤️,username@tLangLLnat,01:18:19,,,,,,
15015,"D. BOON, thank you for your donation!",username@R RkN S Ru,01:18:19,,,,,,
15016,"Vote Red MI PLEASE, SAVE BEAUTIFUL COUNTRY USA",username@engdoleeln,01:18:19,,,,,,
15017,GOD FIRST = VOTE RED,username@nJ nhnhJJn,01:18:19,,,,,,
15018,U.S.A. 💪,username@or onohFar,01:18:19,,,,,,
15019,⚠️HIGH ENERGY⚠️,username@eet  ueL r,01:18:21,,,,,,
15020,LET'S GET 40K LIKES EVERYONE,username@fKuKeKH Kn,01:18:22,,,,,,
