Unnamed: 0,message,author,time_text,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic
3000,PRAY FOR PRESIDENT TRUMPS STRENGTH!,username@euunn Jnnn,22:53:00,,,,,,
3001,they getting corona,username@nCeJnsJnd,22:53:00,,,,,,
3002,Mr. Trump/Mr. Pence 2020 and beyond!!!,username@MlMnMDauuD,22:54:00,,,,,,
3003,VA here donated to John James and Joe Collins:_RSBNUSFlag2::_RSBNUSFlag2::_RSBN4moreyears:,username@yyMnQay Mc,22:54:00,,,,,,
3004,Trump 2020,username@김영김김김주김영주김,22:54:00,,,,,,
3005,Trump is Winning and libturds are Whining! Cry liberals CRY !,username@c   ctcy c,22:54:00,1.0,1.0,,,,1.0
3006,hello everyone 🖐️😃,username@lllllze ul,22:55:00,,,,,,
3007,not many people at this rally,username@nanunggnYD,22:55:00,,,,,,
3008,360+,username@ebuabbeaf2,22:55:00,,,,,,
3009,"HIT ""LIKE"" IF YOU LOVE THIS RALLY!!!!",username@SSSSSSSS S,22:55:00,,,,,,
3010,RED TSUNAMI RED LANDSLIDE,username@mmks7k j77,22:55:00,,,,,,
3011,he didnt even win the popular vote last time,username@amiLiimLaL,22:55:00,,,,,,
3012,"THE LORD JESUS CHRIST saith you must be BORN AGAIN , BY HOLY GHOST BIBLE JOHN 3:3-7 KJV",username@uaaParSeul,22:55:00,,,,,,
3013,landslide!!!!!!!!!!!!!!!!!!!!!!!!!,username@G ns  oGss,22:55:00,,,,,,
3014,BIDEN 2020,username@pf44ree4le,22:55:00,,,,,,
3015,derail,username@mmm//T////,22:56:00,,,,,,
3016,landslide incoming,username@cCektkCNNi,22:56:00,,,,,,
3017,its also impossible to find this live rally on YouTube Today! Censorship!!,username@Fatnrsors,22:56:00,,,,,,
3018,any airplane the president is on uses the call sign Air Force 1. Air Force 2 is used when Vice president is on board,username@cst  tyis,22:56:00,,,,,,
