Unnamed: 0,time_text,author,message,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic
6000,32:06,username@cNucicuKuc,WE ARE IN MATRIX,,,,,,
6001,32:07,username@C tiCtsiAr,OPEN IT UP,,,,,,
6002,32:07,username@nnBghihiig,ARE YOU OK DOC????,,,,,,
6003,32:07,username@ccYdYYYelA,I dare any of those twitch plebs to come up with this kind of a story!,,,,,,
6004,32:07,username@muyoypyeop,is he dead??? lol,,,,,,
6005,32:07,username@2ikoip2n4i,THIS IS AWESOME,,,,,,
6006,32:08,username@zneu  enie,yeah yeah yeah yeah:_Yaya::_Yaya::_Yaya::_Yaya::_Yaya:,,,,,,
6007,32:09,username@moDDommRRo,pog,,,,,,
6008,32:09,username@sandaPaatP,how do we open it Doc!!!!,,,,,,
6009,32:09,username@Hee mJemeH,tomb doc,,,,,,
6010,32:10,username@llmeadilii,ALEX,,,,,,
6011,32:10,username@ul2gukllel,🤣🤣🤣,,,,,,
6012,32:10,username@la lDdFFF ,LOL,,,,,,
6013,32:10,username@rEYeZYedhC,GET EM DOC,,,,,,
6014,32:10,username@sRailisilA,looool,,,,,,
6015,32:10,username@ BrRuhaBhB,yayayayayaayayayya,,,,,,
6016,32:10,username@owEoowoeEo,blues clues doc,,,,,,
6017,32:10,username@spK oip1nn,So*,,,,,,
6018,32:10,username@aaPraBaPBa,😆Doctor Jones!,,,,,,
6019,32:10,username@doojodMooa,Okay. This is cool.,,,,,,
6020,32:10,username@llmeadilii,ALEX,,,,,,
6021,32:10,username@WWWWWWWWWW,:_Think::_Think::_Think:,,,,,,
6022,32:10,username@9inttgirpo,go open it,,,,,,
6023,32:11,username@rPCPaal P ,IEDYMT,,,,,,
6024,32:11,username@eekssM aeO,DON'T PEEK,,,,,,
6025,32:11,username@yistisFlty,:elbowcough:,,,,,,
6026,32:11,username@uKozzzpuop,WE FREEEEE,,,,,,
6027,32:11,username@S9a79gaaea,Hey Doc,,,,,,
6028,32:11,username@s BblisBnn,What is this Indiana Jones,,,,,,
6029,32:11,username@m dMpepe M,no you,,,,,,
6030,32:11,username@naneuaaenn,RIP Alex and Doc :(,,,,,,
6031,32:11,username@nG nirRh h,ANTOINETTE IS BACKK,,,,,,
6032,32:12,username@ada8i7n898,Letters on pillars!,,,,,,
6033,32:13,username@s slhThBjd,"Doc, that's a side quest, don't go there ! Start the main mission !!!!",,,,,,
6034,32:13,username@ETdLGGES N,PogU i was here,,,,,,
6035,32:13,username@Dyiiygm DB,walk over an take a peek,,,,,,
6036,32:13,username@kkni inbbo,jesus those are elven armor form Oblivion,,,,,,
6037,32:13,username@sRnRasRsna,doc for streamer of the year this is amazing,,,,,,
6038,32:13,username@Ca hChoauh,open it doc,,,,,,
6039,32:13,username@rlrscssisi,Lol,,,,,,
6040,32:14,username@ei27T42G82,Niiiiice!,,,,,,
6041,32:14,username@mmnmamroao,DOC IS NEXT LEVEL! CATCH UP!!!!,,,,,,
6042,32:15,username@ekiszcnenn,OPEN THE BOX DOC!!!,,,,,,
6043,32:15,username@totgiggita,Elixyrr!,,,,,,
6044,32:15,username@doauoseiso,raulll,,,,,,
6045,32:15,username@hsoai  hhc,Doc Eternal,,,,,,
6046,32:16,username@amae a a e,lol,,,,,,
6047,32:16,username@rrCC rrrCa,It’s the runes doc,,,,,,
6048,32:16,username@s oS Soso ,think about it,,,,,,
6049,32:17,username@jKgjjj gjj,AC,,,,,,
6050,32:17,username@aKS a azKz,how can we help doc,,,,,,
6051,32:17,username@ieahaShanS,hahaha,,,,,,
6052,32:17,username@QQTQQTTQTT,😂👌👏,,,,,,
6053,32:17,username@tmagLeeaeG,Thats the door to the Legends Club,,,,,,
6054,32:17,username@rWeenrBead,i dont thing Bro has been honest with you,,,,,,
6055,32:18,username@iBaacBualB,No one does it better,,,,,,
6056,32:18,username@ hddadNiam,Is the mic cutting?,,,,,,
6057,32:18,username@WWWWWWWWWW,CLUES :_Think::_Think::_Think::_Think::_Think::_Think:,,,,,,
6058,32:18,username@neXisrtXre,Aliens are there 👽,,,,,,
6059,32:18,username@llmeadilii,MIC,,,,,,
6060,32:19,username@aiCbjsCmjm,open it upppppppppp,,,,,,
6061,32:19,username@JJstsrtJre,OPEN THE BOX,,,,,,
6062,32:19,username@SSreKepeee,ME?,,,,,,
6063,32:20,username@swuwsuusss,we go u,,,,,,
6064,32:20,username@tcpapaCk66,:_Buffer1::_Pudge::_Buffer2:,,,,,,
6065,32:21,username@ORiweReesw,Doc skipping leg day?,,,,,,
6066,32:21,username@f9fe6fe99c,MOST ENTERTAINING STREAMER BY FAR!!!!!,,,,,,
6067,32:21,username@moDDommRRo,you got this,,,,,,
6068,32:21,username@t olMtwolw,what si you need from us Doc?,,,,,,
6069,32:21,username@Cs usosCsd,Lol,,,,,,
6070,32:21,username@WWWWWWWWWW,CLUES :_Think::_Think::_Think::_Think::_Think:,,,,,,
6071,32:22,username@gghgbhbNNt,@ʙᴏꜱꜱᴀɴᴏᴠᴀ › -> Looks like you're last years model. [stop spamming caps] [warning],,,,,,
6072,32:22,username@imivmlrvDi,alex gone..,,,,,,
6073,32:22,username@eXrberebbe,:oops::oops::oops:,,,,,,
6074,32:22,username@mBmFFFuB u,LETS GO,,,,,,
6075,32:22,username@hJinhroers,lol,,,,,,
6076,32:22,username@ FNoFrFrSS,LOL,,,,,,
6077,32:23,username@ i MkkMiM ,but i can,,,,,,
6078,32:23,username@SUSUMHHHUH,what thise little silver thing above ROCK,,,,,,
6079,32:24,username@XXXGGJGJXJ,Amazing,,,,,,
6080,32:24,username@islllsuilS,So cool,,,,,,
6081,32:24,username@lTryTyeTre,it's like a point and click game,,,,,,
6082,32:24,username@ivivmimeeS,assassins creed?!?!,,,,,,
6083,32:24,username@olGeGgglMG,only if you win. So it might open,,,,,,
6084,32:24,username@a.ni.laDl.,AWESOME,,,,,,
6085,32:24,username@llmeadilii,AUODIO,,,,,,
6086,32:24,username@mhoastSshl,❤,,,,,,
6087,32:25,username@WraArkAWkW,hi,,,,,,
6088,32:25,username@ltkotCkykr,THINK ABOUT IT:_Think:,,,,,,
6089,32:25,username@ormavovvmE,😂😂😂,,,,,,
6090,32:26,username@ltkotCkykr,THINK ABOUT IT:_Think:,,,,,,
6091,32:26,username@mEEiDomE m,😄,,,,,,
6092,32:26,username@ltkotCkykr,THINK ABOUT IT:_Think:,,,,,,
6093,32:26,username@epempmpmpe,doc what do we do,,,,,,
6094,32:26,username@ltkotCkykr,THINK ABOUT IT:_Think:,,,,,,
6095,32:27,username@ltkotCkykr,THINK ABOUT IT:_Think:,,,,,,
6096,32:27,username@sksakkssas,Kick the door down,,,,,,
6097,32:27,username@ltkotCkykr,THINK ABOUT IT:_Think:,,,,,,
6098,32:28,username@ltkotCkykr,THINK ABOUT IT:_Think:,,,,,,
6099,32:28,username@RT RDTLGRU,cmon use the stach powers,,,,,,
6100,32:28,username@eJJeeerymm,what is on the pillars?,,,,,,
6101,32:28,username@ltkotCkykr,THINK ABOUT IT:_Think:,,,,,,
6102,32:28,username@hyJ TohTTn,doc is the hero of this story!,,,,,,
6103,32:29,username@ccεᙎı εᙎнᙎ,open sesame,,,,,,
6104,32:29,username@ZNNODMDNEE,GO THROUGH,,,,,,
6105,32:29,username@daanDZnonn,THINK ABOUT IT,,,,,,
6106,32:32,username@TThThaKmoa,give him .. love......,,,,,,
6107,32:32,username@moSTImISre,Get the Axe on the ground,,,,,,
6108,32:32,username@ lhi llhii,Think about it,,,,,,
6109,32:32,username@a4asht5hoj,Awesome,,,,,,
6110,32:32,username@ yll AAAi ,mic,,,,,,
6111,32:32,username@Anhatauahh,The production qualitu is insane,,,,,,
6112,32:33,username@Kao  aryey,doctober,,,,,,
6113,32:33,username@41t1Soc147,lean right,,,,,,
6114,32:33,username@ilAelnanAn,Doctor Green Screen,,,,,,
6115,32:34,username@hsJonoJnns,MonkaW,,,,,,
6116,32:35,username@HAAVRHHDZD,oh freak,,,,,,
6117,32:35,username@zneu  enie,the vision is unreal!:_Yaya::_Giggles::_Yaya::_Giggles::_Yaya:,,,,,,
6118,32:36,username@ماررممساحد,ت,,,,,,
6119,32:36,username@JsGssohsoG,:_Bless::_Bless:,,,,,,
6120,32:36,username@NKiKKiNiTK,rip mic,,,,,,
6121,32:37,username@aeberrrrbe,ALEX!!,,,,,,
6122,32:37,username@nt oJttnGJ,DOC DIABLO,,,,,,
6123,32:37,username@sel7nsPasP,Tomb raider,,,,,,
6124,32:38,username@on rizammi,Alex where you,,,,,,
6125,32:39,username@rGGa aZyaG,WHTA ?,,,,,,
6126,32:39,username@reeale447e,That hair humid!,,,,,,
6127,32:40,username@ao GSunSSS,Mic audio kakakakakaka,,,,,,
6128,32:40,username@enC isiCbe,DOC RAIDER :_Think:,,,,,,
6129,32:42,username@CammamC Cm,:_Think::_Think:,,,,,,
6130,32:42,username@amae a a e,SAVE Alex!!! CC,,,,,,
6131,32:42,username@yBBuyBadzB,"doc your audio, fix please",,,,,,
6132,32:42,username@haMiaiaiaM,when we playin dous doc?,,,,,,
6133,32:42,username@asnuhushsc,"ancient ruins under the arena, who would have thought",,,,,,
6134,32:42,username@ioonHtCzC ,codes on column,,,,,,
6135,32:42,username@ewlarlnlna,THINK ABOUT ITTTTTTTTTT,,,,,,
6136,32:43,username@ ha ssaasa,whats happening??????????????????????????????,,,,,,
6137,32:43,username@..vAeeAeAA,THAT CGI THOOOOOOOOOO,,,,,,
6138,32:43,username@nooovnvnvo,YAYAYAYAY,,,,,,
6139,32:43,username@lTniiwtisa,:buffering:,,,,,,
