Unnamed: 0,time_text,author,message,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic
3000,16:38,username@bnnhmhbhis,Dope song,,,,,,
3001,16:40,username@anetaallar,Gg,,,,,,
3002,16:40,username@aMnflaMlMf,i'm levitating,,,,,,
3003,16:40,username@MlMcnho me,lets go baby,,,,,,
3004,16:40,username@__________,NEW SONG ALERT 🚨 NEW NEW,,,,,,
3005,16:41,username@rAtdr  dzr,ALL THESE NON MEMBERS 🤮🤮🤮🤮,,,,,,
3006,16:41,username@ olaiiosio,DOC,,,,,,
3007,16:42,username@siiorspss ,:yougotthis:,,,,,,
3008,16:42,username@T0K4K00M4R,DOC!!!,,,,,,
3009,16:42,username@BBffhByChy,yayayaa,,,,,,
3010,16:42,username@ka_kfeke a,AND I FEEEllll,,,,,,
3011,16:42,username@-NNMPUPRNI,Best Of The Very Best,,,,,,
3012,16:43,username@kayanklAil,vibin,,,,,,
3013,16:43,username@Toer  oo a,I feeeeeel like I’ve never felt before,,,,,,
3014,16:43,username@1eopeo_ecc,docPls,,,,,,
3015,16:43,username@odduhouppo,Yeeeeeeeeeeeeeeeeeeeaaaaaaaaaaaaaaaa,,,,,,
3016,16:43,username@GtGGadaytd,give em the love.... tonighttttttt,,,,,,
3017,16:43,username@DN KDXIDOH,time for VSM,,,,,,
3018,16:43,username@xlnelya an,Right on time,,,,,,
3019,16:43,username@eensio she,Apex legends season 7 trailer DOC,,,,,,
3020,16:43,username@aaaaakaBaa,PEOPLE WHO USE THIS EMOJI 🤡,,,,,,
3021,16:44,username@nrr onlrrn,best voice,,,,,,
3022,16:44,username@aeyaylfBDD,:_Yaya::_Yaya:buckle in:_Yaya::_Yaya:,,,,,,
3023,16:45,username@eeloeBnehe,👾,,,,,,
3024,16:45,username@aoryomyaRd,Raaaaaauuul,,,,,,
3025,16:45,username@CammamC Cm,JW :_Comm1::_Comm2::_Love:,,,,,,
3026,16:45,username@iuiiGGGiGs,Oy,,,,,,
3027,16:45,username@EaEkkrPPEr,SIMPS LOVE DOC,,,,,,
3028,16:46,username@ eAIPlp el,this song is fire,,,,,,
3029,16:46,username@SSKSAISCLL,LATE,,,,,,
3030,16:46,username@ciceNeokWi,​PEOPLE WHO SAY MEMBERS ONLY🤡🤡🤡🤡🤡🤡🤡🤡,,,,,,
3031,16:46,username@uC ivisCui,yessssssss,,,,,,
3032,16:46,username@iEeaanccEc,:_Yaya::_Yaya::_Yaya:,,,,,,
3033,16:46,username@ncoLLnLsse,members who want members only chat...cringe,,,,,,
3034,16:47,username@r14h44trr4,"BLACK OPS 2, LETS GO",,,,,,
3035,16:47,username@Morhrnirrn,🤩🤩🤩,,,,,,
3036,16:47,username@Yo9g9gu8Tg,boomer,,,,,,
3037,16:47,username@ aCeCisPrs,YESSS,,,,,,
3038,16:48,username@CammamC Cm,LETS GOOOOO,,,,,,
3039,16:48,username@MlMcnho me,oooh baby baby,,,,,,
3040,16:49,username@ RMReRMial,ya ya ya ya,,,,,,
3041,16:49,username@HDTTNA GNG,hola bae!!,,,,,,
3042,16:51,username@eaieanfbrb,doc twitch miss you !!!,,,,,,
3043,16:51,username@iDIsnIgnKI,Well now this is stuck in my cerebellum for the rest of the day lol,,,,,,
3044,16:52,username@oLLnooseom,yesss,,,,,,
3045,16:52,username@tddkitdoai,YESSSSSS,,,,,,
3046,16:52,username@ueediueBsv,​PEOPLE WHO SAY MEMBERS ONLY🤡🤡🤡🤡🤡🤡🤡🤡,,,,,,
3047,16:53,username@aiyiioMuoo,:_Lambo::_Lambo::_Lambo:,,,,,,
3048,16:53,username@EaEkkrPPEr,SIMPS LOVE DOC,,,,,,
3049,16:53,username@go nnn onj,d,,,,,,
3050,16:53,username@  r vrraee,LETS GO LETS GO LETS Go,,,,,,
3051,16:53,username@sn dn Adnv,WAKE UP,,,,,,
3052,16:53,username@meviLvctto,Show Time,,,,,,
3053,16:54,username@yormdnoo m,yayayaya,,,,,,
3054,16:54,username@aahJaonhoo,2x,,,,,,
3055,16:54,username@bhaehaiabe,turn that thing.....,,,,,,
3056,16:55,username@ueediueBsv,​PEOPLE WHO SAY MEMBERS ONLY🤡🤡🤡🤡🤡🤡🤡🤡,,,,,,
3057,16:55,username@ffssz avzv,lets goooooooooo,,,,,,
3058,16:55,username@g nRRRegnv,V8,,,,,,
3059,16:57,username@aaauSp umm,Garage done?,,,,,,
3060,16:57,username@ueediueBsv,​PEOPLE WHO SAY MEMBERS ONLY🤡🤡🤡🤡🤡🤡🤡🤡,,,,,,
3061,16:57,username@ae1earydRr,BO3 best cod ever best advanced movement,,,,,,
3062,17:00,username@AMAHHMHDMM,pog,,,,,,
3063,17:01,username@modomdnodd,bo2 best game ever,,,,,,
3064,17:01,username@4rCCrCtit4,17 MILLION,,,,,,
3065,17:02,username@rAhdAAShhh,RAAAAUUUUUUULLLLLL\,,,,,,
3066,17:02,username@CammamC Cm,TURN ON MEMBERS ONLY MODE!!!,,,,,,
3067,17:02,username@HhnhHnsshh,WHICH SONG WAS TAT DOC,,,,,,
3068,17:02,username@HizzrDaaee,LEEEETTTTTTS GOOOOOO BABYYYYYY,,,,,,
3069,17:03,username@iaenn enir,the best part!!!!!,,,,,,
3070,17:03,username@aahJaonhoo,2x,,,,,,
3071,17:03,username@raJ9aid9ia,BUCKLE IN!!!,,,,,,
3072,17:03,username@aH4raecPPa,dont ya peak,,,,,,
3073,17:03,username@adRRteRRed,he couldnt wait,,,,,,
3074,17:03,username@n onrAraa ,MEMBERS ONLY,,,,,,
3075,17:04,username@yBBuyBadzB,LETS GOOO:_Perfect::_Perfect::_Perfect::_Perfect::_Perfect::_Perfect::_Perfect::_Perfect::_Pumpkin:,,,,,,
3076,17:04,username@ePiöeeäanö,les gooo cjat,,,,,,
3077,17:06,username@orretBtr e,shhhhhhhhhhhh,,,,,,
3078,17:06,username@hroBrcemoo,Get these:_Bangs::_Bangs::_Bangs::_Bangs:Out,,,,,,
3079,17:06,username@r RcvviEav,NEVERRR,,,,,,
3080,17:06,username@ივ雞吸იში的雞ე,heyyyyy,,,,,,
3081,17:07,username@J IVJIIIAJ,yea dudeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,,,,,,
3082,17:07,username@iiPiaP ePi,v12*,,,,,,
3083,17:08,username@eDestrrrMz,🤯🤯🤯🤯🤯🤯🤯,,,,,,
3084,17:08,username@Morhrnirrn,NO,,,,,,
3085,17:08,username@KKKGGG GKK,LET'S GO BABY!!! YAYAYAYAYAYAYAYAYA,,,,,,
3086,17:08,username@nAunrjnrnj,let's Gooooo,,,,,,
3087,17:08,username@vvuiTbiuiT,WE LOCK THE DOORS,,,,,,
3088,17:09,username@oNssrerNgu,were just getting started,,,,,,
3089,17:09,username@PcsnPnc ns,CC!,,,,,,
3090,17:09,username@d aaasnao ,bo2 better,,,,,,
3091,17:09,username@Em stEanmo,Lex go bro,,,,,,
3092,17:09,username@aapTricJhe,NON MEMBERS:_Giggles::_Giggles:CUTE,,,,,,
3093,17:09,username@eekssM aeO,DONO HYPE,,,,,,
3094,17:09,username@aoloiGrGio,"The 2x , 1993-1994 blockbuster video gaming champion!!!!",,,,,,
3095,17:10,username@onPaakkorn,YAYAYAYAYA,,,,,,
3096,17:11,username@sssnnuddPn,JUST GETTING STARTED,,,,,,
3097,17:11,username@rAtdr  dzr,MEMBERS ONLY YAYA,,,,,,
3098,17:12,username@xxgagajaaa,This intro is the best!!!,,,,,,
3099,17:12,username@aadaBddrrB,we're not even close!!!!,,,,,,
3100,17:12,username@JJstsrtJre,Hype!!,,,,,,
