Unnamed: 0,time_text,author,message,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic
9000,51:57,username@ENLS TSENT,daddy dis repect,,,,,,
9001,51:58,username@bhaehaiabe,z!,,,,,,
9002,51:58,username@ESIUSOS7DS,Oh YEaH MaN,,,,,,
9003,52:00,username@noazExeeen,USE THE LSATTTTT TARGET FINDER,,,,,,
9004,52:00,username@rSs7akp7p7,Where’s the S12 or Slug shotty class??,,,,,,
9005,52:00,username@wSSO-ragOn,I miss playing this game.,,,,,,
9006,52:00,username@reelOr raV,this guy talks a looooot,,,,,,
9007,52:01,username@PBNBDGDDNP,41k,,,,,,
9008,52:01,username@M_ D3 DR_3,remove quickdraw on m8a1,,,,,,
9009,52:01,username@ddrrarWyad,Daaaaang its been a while since I've seen this game,,,,,,
9010,52:01,username@utunaeduda,yayayayayayayayayaya,,,,,,
9011,52:01,username@tBa sY fft,why only 60fps,,,,,,
9012,52:01,username@T0K4K00M4R,"i rock peace keeper reflex, quickdraw/ force grip, stock... then add executioner and scavenger, then add black hats",,,,,,
9013,52:02,username@ E EZLBBLZ,black ops 2,,,,,,
9014,52:02,username@DB  BELA A,Jesus he just keeps talking,,,,,,
9015,52:03,username@gghgbhbNNt,@Amadeus -> Are you finished? [stop spamming caps] [warning],,,,,,
9016,52:03,username@ytwyctttlw,lets go doc!!,,,,,,
9017,52:03,username@CammamC Cm,MEMBERS ONLYY,,,,,,
9018,52:04,username@nGNh igNGl,an 94 was best,,,,,,
9019,52:04,username@KulKkMahao,Team chemistry is key 🔑,,,,,,
9020,52:04,username@3iD1us1XDD,I hate poo,,,,,,
9021,52:04,username@wSSO-ragOn,I used to dominate 😀,,,,,,
9022,52:04,username@iyy isrrsF,PLEEB PLOOB,,,,,,
9023,52:04,username@nnPlPyRe n,doc looks like hes in a little tummy nightmare,,,,,,
9024,52:04,username@z799Q9ue77,"type 25, quick draw, stock, fast mag, was my go to",,,,,,
9025,52:05,username@aennodrNll,hey Doc nice to see you live.,,,,,,
9026,52:05,username@rcccrirrdr,how are you already playing black ops 2? black ops hasn't come out out yet. I'm so confused.,,,,,,
9027,52:05,username@eeetem d o,play,,,,,,
9028,52:05,username@iserl iiCe,lets go baby:_Buffer1::_Giggles::_Buffer2::_Buffer1::_Giggles::_Buffer2::_Buffer1::_Giggles::_Buffer2::_Buffer1::_Giggles::_Buffer2::_Buffer1::_Giggles::_Buffer1::_Giggles::_Buffer2:,,,,,,
9029,52:05,username@ E EZLBBLZ,black ops 2,,,,,,
9030,52:05,username@snie Divne,Yes open chat!,,,,,,
9031,52:05,username@eeetem d o,playyyy,,,,,,
9032,52:06,username@eamrreewem,Z and stone mountain in da house,,,,,,
9033,52:06,username@l lKSlllKy,He's NOT your DAD,,,,,,
9034,52:06,username@srsoerscFo,p,,,,,,
9035,52:11,username@cGy GoGGGc,zzzzzzzzzzzzzzzzzzzzzzzz,,,,,,
9036,52:11,username@Se eernkee,Balista only !,,,,,,
9037,52:12,username@ss oustwdu,stay focus doc !,,,,,,
9038,52:12,username@areyry rra,I love you man!!!!🔥🔥🔥,,,,,,
9039,52:12,username@eeetem d o,play,,,,,,
9040,52:12,username@TGTAATGGAT,all these gum flappers...get out,,,,,,
9041,52:12,username@ ountDeu e,M27 target finder doc,,,,,,
9042,52:12,username@78e99e imE,Let go doc i dont got time,,,,,,
9043,52:12,username@notSwwntdw,Start bruh,,,,,,
9044,52:13,username@ netBnRe e,best COD I ever played,,,,,,
9045,52:13,username@rWeenrBead,i was 25 and getting lit everyday playing this,,,,,,
9046,52:14,username@elSl  yelI,use an 94 doc,,,,,,
9047,52:14,username@pa iii6630,mario,,,,,,
9048,52:14,username@teoaYieoFt,Anyone want to work on the mystery ?,,,,,,
9049,52:14,username@RSSUO兵U兵UR,AN 94 memories,,,,,,
9050,52:14,username@rWhieesrWi,an94,,,,,,
9051,52:14,username@Ctoooataur,50 min of no gameplay and 40k watching HOW,,,,,,
9052,52:15,username@ieneec eNN,DADDY UWU,,,,,,
9053,52:15,username@iAnoAnvnoo,IS Z related to Stone?,,,,,,
9054,52:15,username@rrtoFBFnti,👽✨✨✨✨✨,,,,,,
9055,52:15,username@eeetem d o,play,,,,,,
9056,52:15,username@e0rkakk0jk,skorpion best smg,,,,,,
9057,52:15,username@N RS RU2SS,This COD >,,,,,,
9058,52:16,username@KOERSESKRS,😂,,,,,,
9059,52:16,username@KKtzccc Tz,when we playing duo's doc?!?!?!,,,,,,
9060,52:16,username@rwalainioi,This boring play something,,,,,,
9061,52:16,username@ck  cc  ni,yo doc say something,,,,,,
9062,52:16,username@ieneec eNN,Zaddy,,,,,,
9063,52:18,username@rWhieesrWi,AN94 was amazing imo,,,,,,
9064,52:18,username@ P PAPAAP ,cmooooooooooon lets goooooo,,,,,,
9065,52:18,username@HHetotsHie,say somethinh Doc !,,,,,,
9066,52:19,username@oLnngLGoLa,Peacekeeper Doc!!!!!!!!,,,,,,
9067,52:19,username@-''  'N NT,warzone,,,,,,
