Unnamed: 0,time_text,author,message,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic
12000,2:10:02,username@AALAAA66xA,CMON DOC!!! YAYAYA,,,,,,
12001,2:10:02,username@oooohihhey,yayayayyayayaa :_Giggles::_Giggles::_Giggles:,,,,,,
12002,2:10:03,username@  Jgynoo n,VSM BAbay!,,,,,,
12003,2:10:04,username@reonglC el,fast mags!,,,,,,
12004,2:10:04,username@dGcetclFt ,RORATE,,,,,,
12005,2:10:07,username@JJWWWJJWJJ,rotating too late :_Pudge::_Pudge:,,,,,,
12006,2:10:08,username@maDDerrarr,Doc is out of his mind rn,,,,,,
12007,2:10:11,username@edggtaLldt,stronger,,,,,,
12008,2:10:12,username@rppepShSrk,Doc's out here dropping em two at a time,,,,,,
12009,2:10:13,username@ooppPopppp,looks like you're happy lol aight I'll see you later baby,,,,,,
12010,2:10:14,username@edggtaLldt,faster,,,,,,
12011,2:10:15,username@pmae1lls1y,slice em up,,,,,,
12012,2:10:16,username@khuekkuunh,VSM!!!!!,,,,,,
12013,2:10:17,username@sReEeDEpRo,:_Buffer2::_Buffer2:,,,,,,
12014,2:10:18,username@okmi imi k,i like slow cod like this,,,,,,
12015,2:10:25,username@pmae1lls1y,way better looking,,,,,,
12016,2:10:30,username@ivD iE rvD,mom's spaghetti,,,,,,
12017,2:10:31,username@sReEeDEpRo,more athletic:_Bless:,,,,,,
12018,2:10:33,username@uSSuSSSuiv,nade nade nade,,,,,,
12019,2:10:38,username@ncoHoooa J,The midcentury buildings here are wonderful,,,,,,
12020,2:10:39,username@JJWWWJJWJJ,rotate :_Flappin::_Flappin::_Flappin:,,,,,,
12021,2:10:47,username@pja4aknano,loool,,,,,,
12022,2:10:49,username@JJWWWJJWJJ,rotate :_Flappin::_Flappin::_Flappin:,,,,,,
12023,2:10:56,username@IO.K-OA-Y., you clearly do like cod other wise you wouldn’t be on here watching doc playing cod. :_Think::_Think::_Punk:,,,,,,
12024,2:11:03,username@darraa Mao,rrrr,,,,,,
12025,2:11:06,username@ m k  id a,better,,,,,,
12026,2:11:18,username@maDDerrarr,BETTER,,,,,,
