Unnamed: 0,message,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic
2934.0,IT IS NOAH,,,,,,
2935.0,It’s not lazar,,,,,,
2936.0,sup bryan how are you doing,,,,,,
2937.0,it is not lazer or nogle,,,,,,
2938.0,Fart lol!,,,,,,
2939.0,Brian The Terroriser what is my Broski,,,,,,
2940.0,its definitely Brian,,,,,,
2941.0,hi,,,,,,
2942.0,Bet Alex,,,,,,
2943.0,noah and alex sus trus,,,,,,
2944.0,its not Lannan and its not Nogla im watching their stream as well,,,,,,
2945.0,"Not l or Alex, they were in Electricals for a while",,,,,,
2946.0,Task fake Trolling,,,,,,
2947.0,hey dad,,,,,,
2948.0,IoI,,,,,,
2949.0,its nogla,,,,,,
2950.0,arriba las chivas!!,,,,,,
2951.0,awesome i just finished noglas live like 20 mins ago now gunna restart this one !!,,,,,,
2952.0,Hey son,,,,,,
2953.0,it is l,,,,,,
2954.0,Nogla sus,,,,,,
2955.0,damn theres a lot of snitches here:stayhome:,,,,,,
2956.0,im george,,,,,,
2957.0,hi,,,,,,
2958.0,not nogla,,,,,,
2959.0,Heyy,,,,,,
2960.0,No stream sniping even if their innocent!,,,,,,
2961.0,Yo 2014 the og crew was hands down the funniest Channels on YouTube black ops 2 funny moments was literally the greatest thing didn’t matter who’s perspective you was watching,,,,,,
2962.0,So many snitches. Fucking ridiculous,,,,,,1.0
2963.0,guys like the video,,,,,,
2964.0,Has to be alex,,,,,,
2965.0,Noah kinda sus,,,,,,
2966.0,if you get 1 million likes I'll give you $1 million,,,,,,
2967.0,nogla is fine what do you mean,,,,,,
2968.0,No homo I love Brian he’s so funny,,,,,,
2969.0,"nogla isn't hard accusing this time,it has to be him,no I'm not stream sniping",,,,,,
2970.0,I think may,,,,,,
2971.0,The imposter is Terroriser,,,,,,
2972.0,im just happy to be supportin Brine,,,,,,
2973.0,Nogla ia always sus. :P,,,,,,
2974.0,Anyone notice Nogla's been more calm than normal in this stream?,,,,,,
2975.0,cool,,,,,,
2976.0,No,,,,,,
2977.0,this game makes everyone a sus 🤣,,,,,,
2978.0,I went and looked back and it was Alex that ran past him,,,,,,
2979.0,yeah he seems sad,,,,,,
2980.0,Might be brown,,,,,,
2981.0,@Rosie Marshmallow Probably tired from his yelling 😆,,,,,,
2982.0,Yeah it looked like orange,,,,,,
2983.0,"if you think about it, today almost everywhere in the world its 4/20, its October 4th 2020",,,,,,
2984.0,Oh probably lol,,,,,,
2985.0,no just no,,,,,,
2986.0,At least put chat to members only to reduce stream sniping!,,,,,,
2987.0,i think its mau,,,,,,
2988.0,k,,,,,,
2989.0,How tf does that reduce stream sniping lmao,,,,,,
2990.0,@Raymond Schlagenhauff if it's such a big deal then close chat,,,,,,
2991.0,Im thinking mau too,,,,,,
2992.0,I’m 100% sure its alex,,,,,,
2993.0,Some of us can’t afford a membership and someone of us like talking to terrorizer,,,,,,
2994.0,It’s late,,,,,,
2995.0,mau or alex,,,,,,
2996.0,Orange is mad sus,,,,,,
2997.0,"If you don't want to see stream snipers, hide the stream",,,,,,
2998.0,why is nogla pay to talk,,,,,,
2999.0,"i think its that terroriser guy, he's really sus",,,,,,
3000.0,"should have put on diamond armor brian, you would have survived that hit.",,,,,,
3001.0,stream chat*,,,,,,
3002.0,"wuz wrong,lol",,,,,,
3003.0,GG,,,,,,
3004.0,:_terroriserGGG::_terroriserGGG::_terroriserGGG::_terroriserGGG:,,,,,,
3005.0,whats the code?,,,,,,
3006.0,hii,,,,,,
3007.0,yeeeaaahhh:_terroriserCrown:,,,,,,
3008.0,Lol,,,,,,
3009.0,oof lol this is fun to watch,,,,,,
3010.0,Oh my god,,,,,,
3011.0,@ARABELLA JURISH I can tell you right now that it ends in QQ,,,,,,
3012.0,Use code Moo,,,,,,
3013.0,code is MOO,,,,,,
3014.0,:elbowcough::elbowcough:,,,,,,
3015.0,lobby code starts with Y and ends with Q,,,,,,
3016.0,I need to sleeeep,,,,,,
3017.0,"great stream @Terroriser wish i could watch the rest, but i need to rest as i did moving this weekend and still need to unpack",,,,,,
3018.0,Code is CODMOO,,,,,,
3019.0,Use code moo,,,,,,
3020.0,Brian can i join,,,,,,
3021.0,sherloc homes,,,,,,
3022.0,Use cope Mau,,,,,,
3023.0,Sherlock,,,,,,
3024.0,wait,,,,,,
3025.0,sherlock,,,,,,
3026.0,A lot homes,,,,,,
3027.0,LockSher,,,,,,
3028.0,are we using code Moo?,,,,,,
3029.0,Sherlock,,,,,,
3030.0,sherlock holmes,,,,,,
3031.0,"Much love, thanks for all the hard work!",,,,,,
3032.0,sherlock holmes,,,,,,
3033.0,holmes,,,,,,
3034.0,Sherlock,,,,,,
3035.0,sherlock,,,,,,
3036.0,codemoo,,,,,,
3037.0,holmesssssssssssss,,,,,,
3038.0,Sherlock Holmes,,,,,,
3039.0,sherlock homes,,,,,,
3040.0,SHERLOC HOLMS,,,,,,
3041.0,l as Batman and nogla as Bane and alexace as vision and brode as Shazam and ScarySpice as Captain Marvel and fesh as The Flash noahJ as War Machine and lMAu as Martian Manhunter and,,,,,,
3042.0,Sherlock,,,,,,
3043.0,Sherlock,,,,,,
3044.0,Sherlock Holmes,,,,,,
3045.0,SHERLOCK LMAO,,,,,,
3046.0,sherlock holmes,,,,,,
3047.0,Sherlock holmes?,,,,,,
3048.0,Sherlock lol,,,,,,
3049.0,Use code moo,,,,,,
3050.0,sherlock,,,,,,
3051.0,Holmes,,,,,,
3052.0,Sherlock,,,,,,
3053.0,:chillwdog:,,,,,,
3054.0,brian do u need a filler player?,,,,,,
3055.0,Batman,,,,,,
3056.0,Sherlock,,,,,,
3057.0,sherlock holmes,,,,,,
3058.0,batman is a detective,,,,,,
3059.0,😂,,,,,,
3060.0,sup,,,,,,
3061.0,"You need to purchase a detective hat, Brian....",,,,,,
3062.0,sherlock homes hahahahahahahaha,,,,,,
3063.0,Y___QQ,,,,,,
3064.0,He looks more like someone from Newsies,,,,,,
3065.0,it's 3am where I am but feck it:_terroriserLove:,,,,,,
3066.0,sherlock holmes,,,,,,
3067.0,"Use Streamlabs to give 100% of your donation to Terroriser! SuperChats take out a portion, use this link instead --> https://streamlabs.com/terroriser/tip",,,,,,
3068.0,Can I play?,,,,,,
3069.0,Sherlock,,,,,,
3070.0,the Irish guy forgot about Sherlock Holmes,,,,,,
3071.0,alguien español????,,,,,,
3072.0,Elementary my dear WATSON,,,,,,
3073.0,INSPECTOR GADGET,,,,,,
3074.0,🥳,,,,,,
3075.0,It’s me.,,,,,,
3076.0,hi,,,,,,
3077.0,"Well, it is sherLOCK",,,,,,
3078.0,pink panther,,,,,,
3079.0,❤,,,,,,
3080.0,True but It’s not that much of a problem for me but I’m not sure if Brian reads chat or not!,,,,,,
3081.0,Newsies is a musical,,,,,,
3082.0,Use CODE MOO,,,,,,
3083.0,plz i never got in a live,,,,,,
3084.0,stop throwin brah,,,,,,
3085.0,heyyyy!!,,,,,,
3086.0,brians brains half fried,,,,,,
3087.0,trust me its red theres blood on him,,,,,,
3088.0,it is 3:00 am where I am,,,,,,
3089.0,Terrorizer as The Terminator that's the Avengers team if you didn't read the other comments that I sent their up above and the bad guys of your Avengers is Jake Paul with Black Adams powers,,,,,,
3090.0,Brian did you just have a stroke?,,,,,,
3091.0,Jeff,,,,,,
3092.0,Let’s goooooo,,,,,,
3093.0,"it's okay, Brian. just enjoy playing :):_terroriserLove:",,,,,,
3094.0,what up,,,,,,
3095.0,"Want to join the TerrorFam? Become a member to my channel and get access to ""Member-Only Chat"" and the Terroriser Private Discord! https://www.youtube.com/channel/UCQio...",,,,,,
3096.0,its 1:00 am where im at,,,,,,
3097.0,it is fresh and scary,,,,,,
3098.0,I don't mean to be offensive but I feel asleep yesterday Durning the stream did he finished Mario 64,,,,,,
3099.0,oof,,,,,,
3100.0,Newsies is a Disney musical. It’s about news paper boys,,,,,,
3101.0,Ohhh rip,,,,,,
3102.0,#BelieveInVanoss,,,,,,
3103.0,Dam,,,,,,
3104.0,Noice,,,,,,
3105.0,why is it so bright,,,,,,
3106.0,UHH,,,,,,
3107.0,fresh😂😂👌,,,,,,
3108.0,Ouch,,,,,,
3109.0,Always first😂😂,,,,,,
3110.0,3 here,,,,,,
3111.0,Brian love your content keep up the good work but are you gonna play Super Mario Galaxy?,,,,,,
3112.0,@Raymond Schlagenhauff literally the group isn't brain dead they know viewers can stream snipe. So they agreed that crewmates must close chat. Only imposters can have it open,,,,,,
3113.0,🤣,,,,,,
3114.0,Had to happen eventually,,,,,,
3115.0,hello,,,,,,
3116.0,👋🏻,,,,,,
3117.0,Fresh haircut??,,,,,,
3118.0,frsh and spice,,,,,,
3119.0,At least it wasn't Noah this time lol,,,,,,
3120.0,it was terroriser!,,,,,,
3121.0,play with vanoss or wildcat🥺,,,,,,
3122.0,now i know why noahj doesnt like playing with nogla,,,,,,
3123.0,yesirrski.,,,,,,
3124.0,Terroriser why is it so bright,,,,,,
3125.0,It was Bob the Builder,,,,,,
3126.0,LMFAOOOOOOOOO,,,,,,
3127.0,it's hard to hear you rn 🥴,,,,,,
3128.0,Holy shit it's a cluster fuck of arguing,,,,,,
3129.0,Lol i like how Brain is talking over his friends who were just yelling,,,,,,
3130.0,its lazerbeam,,,,,,
3131.0,Imagine if they added a option to commit suicide as imposter.,,,,,,
3132.0,Brian love your content keep up the good work but are you gonna play Super Mario Galaxy?,,,,,,
