Unnamed: 0,message,author,time_text,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic
0,DEMOCRATS ARE TERRORISTS!,username@UmmZJSZ SJ,0:00,,1,,,,
1,"Let's be honest, they aren't voting for Biden, it's for Kamala and the one they are keeping secret because that person will be worst pick than Kamala",username@o LuhetsoK,0:00,,,,,,
2,Where would we be if not for RSBN?,username@nVeMXVeeeV,0:00,,,,,,
3,THEY WON'T BE HAPPY WHEN THEY ARE REGULATED 😛😛😥,username@oaal FsaJ,0:02,,,,,,
4,TRUMP 2020,username@PdPPidldii,0:03,,,,,,
5,SALT MUST FLOW,username@o22cv2ocr0,0:04,,,,,,
6,Corn Pop say I pity da fool who don't eat Mr T cereal,username@oP noPo on,0:04,,,,,,
7,RSBN IS THE GREATEST GIFT FOR THIS CLIMACTIC MOMENT IN AMERICAN HISTORY,username@ i neaitae,0:04,,,,,,
8,TRUMP 95% IN CALIFORNIA🤩🤩🤩🤩🤩🤩🤩🤩,username@ nL g coHo,0:05,,,,,,
9,💙 BIDE‎N FO‍R RACISM! 💙,username@ hIThhhheI,0:05,1,1,,,,1
10,"OE BIDEN IS A TROJAN HORSE FOR SOCIALISM THRU SANDERS, AOC, OMAR, PRESSLEY & TLAIB. VOTE THESE SOCIALISTS OUT OF OFFICE - Stand for Our Country, Our Constitution, Our Freedom.",username@oohandsoRi,0:07,1,,,,,1
11,The Porn Industry is censoring and taking down all Hunter Biden videos from porn websites due to inappropriate material.,username@tc itaetvc,0:07,1,,,,1,1
12,START,username@reeorone n,0:08,,,,,,
13,Hunter Buyden MIA,username@aolmraooal,0:08,1,,,,,
14,"Yes, vote then next week- start Trump Victory Tour rally",username@msreFFaFee,0:09,,,,1,,
15,"🥊Round 3 of 5🥊🛎ding,ding",username@nfJuecfJ a,0:11,,,,1,,
16,"God bless our dear president and our great country. <3 I’ve not been a Democrat for years, and won’t affiliate myself with them ever again; they are truly evil!",username@uionliiiot,0:11,,,,1,,
17,#googleLetThePeopleBeFree,username@fhofsersh,0:12,,,,,,
18,V I C T O R Y,username@es&miiJh i,0:12,,,,,,
19,🔴🔴🔴🔴🔴🔴🔴BIGFOOT FOR TRUMP2020PENCE🔴🔴🔴🔴🔴🔴🔴,username@nyraa k ea,0:13,,,,1,,
20,"I'm from a state that has voted in only one Republican governor in its history, most of the people I've talked to are voting for Donald Trump, it's the 2 adminment issue that changed our mind.",username@l yliRdiao,0:13,,,,1,,
21,Pa for trump,username@Tktat yiPo,0:15,,,,,,
22,am ready to ride the big red wave!,username@raeeoernho,0:15,,,,,,
23,❁ VOTE FOR TRUMP ❁,username@miommrmmrE,0:16,,,,,,
24,With out RSBN we would be in the dark! Thank you for carrying us.,username@DavvaxvdvD,0:16,,,,,,
25,Avoid all MSM - it's all lies and disinfo,username@nVeMXVeeeV,0:17,,,,1,,
26,i hope they can show the crowd before the rally,username@dejdjjojae,0:17,,,,1,,
27,Hello Trish Pettijohn UK 4 TRUMP,username@i Tllcanal,0:17,,,,,,
28,the W A V E = R E D,username@eCn Athl l,0:17,,,,,,
29,No SOCIALISM on TRUMP'S Watch!!!,username@cLaeuiNceM,0:18,,,,1,,
30,thank you RSBN!!!!,username@r PePneinP,0:18,,,,,,
31,My hometown and birthplace! Love you Traverse city! from Sunny Florida!,username@urPeee StS,0:18,,,,,,
32,We just need to let Byedone be bye done!,username@Hhuaa gRuh,0:19,,,,1,,
33,"NINE (9) down-voting trolls. Are we in trouble, or what?",username@denodloono,0:20,,,,1,,
34,HUNTER & BIGFOOT SPOTTED🚨,username@mayay mtyt,0:21,1,,,1,,
35,Trump was slandered as a racist Slanderers perish ed Elijah Cummings died 2019 Cancer John Lewis died.2020 Cancer Chadwick Boseman died.2020 Cancer . God hears everything we say.,username@TTelelT Tl,0:21,1,,,,,
36,Biden needs more Adrenochrome Supply to remember stuff,username@ e  nn t2o,0:21,1,,,,,
37,A VOTE FOR BIDEN IS A VOTE FOR THE COMMUNIST CHINA,username@marareemIm,0:21,1,,,,,
38,democrats are terrorists,username@UmmZJSZ SJ,0:22,,1,,,,
39,@Realsatyagraha at twitter predicts 315-328 for TRUMP,username@aggwnrhgug,0:22,,,,,,
40,Google bots in the chat ⚠,username@eCsrosnrrM,0:22,,,,,,
41,📢📢📢BREAKING NEWS : BIDEN CAUGHT LYING! AGAIN! 📢📢📢,username@ hedldshdU,0:22,,,,1,,
42,share this video,username@MMT  TM TM,0:23,,,,,,
43,DEMOCRATS LIES ON VILE MEDIA. ABOUT EVERYTHING. DON'T DO THAT TO OUR CHILDREN,username@llgdda1nS1,0:23,,,,,,1
44,have fun people,username@hourrnorrh,0:23,,,,,,
45,OHIO LOVES TRUMP,username@tmtsjujjs,0:26,,,,,,
46,GroundHog Day?,username@dlooafll y,0:26,,,,,,
47,He just left Pennsylvania. Go Eagles!!!,username@:::/::////,0:26,,,,,,
48,"Do the ""Trump Trot"":elbowcough:",username@yJ lmyyJss,0:27,,,,1,,
49,Victory !!!,username@CCJCJJJCCJ,0:27,,,,,,
50,BIDEN 85% SHOT,username@ae aav CDD,0:27,,,,,,
51,BIDEN CRIME FAMILY,username@nnegwwrtnt,0:28,1,,,,,
52,"MI, GET IT DONE!!!!!!!!!!:_RSBNTRUMP::_RSBNTRUMP::_RSBNTRUMP::_RSBNTRUMP:",username@hm  aBm hm,0:28,,,,,,
53,SOUND,username@ggnn homrm,0:28,,,,,,
54,RED TSUNAMI !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,username@CUU.u Sb.C,0:29,,,,,,
55,😎😎,username@mamnioelma,0:32,,,,,,
56,❤,username@ tuDc Duch,0:32,,,,,,
57,Hunter Biden's laptop has compromised JOE BIDEN He is now an ACTIVE NATIONAL SECURITY THREAT for BLACKMAIL,username@yeeryoboRC,0:33,,,,1,,
58,Texas for TRUMP,username@ltiolllHto,0:33,,,,,,
59,🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴 FLORIDA FOR TRUMP,username@RckobncRko,0:33,,,,,,
60,what is a lady gaga,username@i eRRrcRdc,0:34,,,,1,,
61,🍊TRUMP ✝️he GREAT🍊,username@asVVVsraVa,0:34,,,,,,
62,Shallow!,username@watsctweoa,0:36,1,,,,,
63,Michigan - Fate of the country is in your Hands Tomorrow !!!!!!!!!!!,username@ttaaisstts,0:37,,,,,,
64,HELLO BEAUTIFUL MICHIGAN! Don't let the new world order in. SAVE OUR CONSTITUTIONAL RIGHTS! VOTE TRUMP/PENCE! 🤩🤩🤩🤩🤩🤩,username@RcdIdyyyyd,0:37,,,,1,,
65,Trump,username@ucDaeoCt a,0:38,,,,,,
66,Q,username@onnrar DDD,0:38,,,,,,
67,Biden sniffed me in the Arby’s bathroom,username@ansohak no,0:38,,,,1,,
68,HELLO TRACIE HALTON! 🙂 🙂,username@ tshjin no,0:38,,,,,,
69,Fox News is finished. It is nothing but a tool to depress Patriotic Red Voters. Cut your cable now and watch RSBnetwork.:_RSBNUSA::_RSBNUSA::_RSBNUSA::_RSBNUSA:,username@anr  i re,0:42,,,,,,
70,DRAIN THE SWAMP AND LOCK THEM UP! LOCK UP BIDEN! LOCK UP HILLARY! LOCK UP OBAMA! ❤TRUMP🤍2020💙,username@B nLLnaGB,0:44,1,,,1,,
71,Why are they voting for a Party that Lie's to them. Kamala already threatened to come for Conservatives,username@o LuhetsoK,0:44,,,,,,
72,LATINO'S FOR TRUMP ❤️,username@naL aeoaor,0:45,,,,,,
73,Constitution matters,username@MSeeeMMee,0:47,,,,,,
74,vous habitez en état- unis,username@lri reetre,0:47,,,,,,
75,EASY VICTORY,username@sttidsdeTw,0:48,,,,,,
76,Q,username@WW1WmiWWia,0:48,,,,,,
77,HERE WE GO PATRIOTS!! 3RD RALLY OF THE DAY!❤💖❤💖❤💖❤💖❤💖❤💖❤💖❤,username@eXXccePItt,0:51,,,,,,
78,❤️🤍💙❤️🤍💙❤️🤍💙❤️🤍💙,username@aacrc  Gc,0:51,,,,,,
79,🗽🗽🗽🗽🗽🗽🗽🗽🗽🗽🚞,username@rnrn ncrpc,0:53,,,,,,
80,TRUMP 2020,username@iojrr onss,0:53,,,,,,
81,Best POTUS Ever!!!!,username@11MP 0AT2U,0:54,,,,1,,
82,I HOPE CALIFORNIA FLIPS RED BIG TIMES,username@inosis rei,0:54,,,,,,
83,+++ BREAKING +++ BIDEN'S DAUGHTER VOTED TRUMP,username@iP ei  l P,0:54,,,,1,,
84,BIDEN GETS ADRENOCHROME HIGH FROM SNIFFING HAIR,username@ e  nn t2o,0:55,,,,1,,
85,I have just voyed for TRUMP 2020 GO YTUMP,username@La a cBs u,0:55,,,,,,
86,:_RSBNMAGALion:John James 2024:_RSBNMAGALion:,username@Tnoanornnn,0:55,,,,,,
87,Suh dudes?!,username@eTmmr_Duie,0:56,,,,,,
88,share this video,username@MMT  TM TM,0:57,,,,,,
89,Space X is NASA. NASA really isnt doing crap,username@dlooafll y,0:57,,,,,,
90,Trump.Pence 🤩🤩🤩🤩🤩,username@ nL g coHo,0:58,,,,,,
91,VOTE RED MICHIGAN,username@skllnCsFnr,0:58,,,,,,
92,TRUMP 2Q2Q,username@KzhzaKpeeK,0:58,,,,,,
93,Yay it’s working,username@reeorone n,0:59,,,,,,
94,obama bangs bidens butthole,username@n11n11o11K,1:00,1,,,1,,
95,"Vote John Roth, John James, Trump!!",username@AeAAgae gn,1:01,,,,,,
96,:_RSBNWall::_RSBNWall::_RSBNWall:TRUMP 2020:_RSBNWall::_RSBNWall::_RSBNWall:,username@hm  aBm hm,1:01,,,,,,
97,This is a red tsunami. They cannot win. It's mathematically impossible.,username@nVeMXVeeeV,1:01,,,,,,
98,🙌,username@eTmmr_Duie,1:01,,,,,,
99,very good,username@watsctweoa,1:01,,,,,,
100,"CNN, FOX, ABC (MSM) - ANTI-AMERICAN - TOTALLY FAKE NEWS",username@marareemIm,1:01,,,,1,,
101,🧂🧂🧂🧂🧂🧂🧂,username@alrrrnlenl,1:02,,,,1,,
102,French Bulldogs for Trump.,username@ibulibbtta,1:02,,,,1,,
103,@pepper sprout 🌶 is HOTTTTT!!! FLORIDA FOR TRUMP !!!!,username@UmmZJSZ SJ,1:03,,,,,,
104,Here we go again 😏,username@cep0mh0uu2,1:03,,,,,,
105,GO! 'sand-duners',username@denodloono,1:03,1,,,1,,
106,"Hi, Biden here. I am very angry at you and will be very mean to all you Trump voters. Roar",username@eCn Athl l,1:07,,,,1,,
107,TRUMP 2020!,username@adapaBpeaa,1:08,,,,,,
108,Biden for GITMO,username@EElcatalba,1:09,,,,1,,
109,CORNPOP HATED BIDEN,username@roctbRcrot,1:11,,,,1,,
110,LIKE,username@iriret6t6e,1:11,,,,,,
111,"Stay warm and stay hydrated, Michigan.",username@Z2AZZ2AAA2,1:12,,,,,,
112,🐫🐫🐫🚂🚂🚂,username@aS mCeSSSt,1:12,,,,1,,
113,j,username@yeasom m J,1:14,,,,,,
114,BLM! BLM! BLM! BLM! BLM!,username@kNic c MMM,1:15,,,,,,
115,VOTE VOTE VOTE TRUMP 2020,username@ sdAappdaK,1:15,,,,,,
116,😯👏,username@nulDprDamm,1:17,,,,,,
117,:_RSBNUSA2::_RSBNUSA2::_RSBNUSA2:,username@4DT444JJ5T,1:18,,,,,,
118,Michigan vote RED TIDAL WAVE...then we turn our attention to Lansing,username@eJffffefff,1:19,,,,1,,
119,VOTE,username@nn ahhBhtn,1:19,,,,,,
120,🌹 UK 4 TRUMP 🌹,username@wroSdHt Ho,1:19,,,,,,
121,Corn pop kicked Joe's butt,username@cicRRhci c,1:21,,,,1,,
122,VOTE VOTE,username@nn ahhBhtn,1:21,,,,,,
123,DON'T THINK THE SUPREME COURT IS WITH YOU PATRIOTS,username@e eehchttu,1:21,,,,1,,
